SecurityKey,VendorKey,RatingTypeKey,CurrentRating,PreviousRating,RatingStartDate,RatingEndDate,IsOutlier
272,3,1,A,,2011-05-31,2013-05-13,False
272,3,1,A,A,2013-05-14,2015-05-19,False
272,3,1,A,A,2015-05-20,2015-12-17,False
272,3,1,A,A,2015-12-18,,False
272,4,1,A,,2012-06-15,,False
273,3,1,BBB,,2012-05-31,2013-06-02,False
273,3,1,BBB,BBB,2013-06-03,2014-05-14,False
273,3,1,BBB,BBB,2014-05-15,2015-05-18,False
273,3,1,BBB,BBB,2015-05-19,,False
274,1,1,B,,2013-12-27,2014-12-03,False
274,1,1,BB,B,2014-12-04,2015-09-17,False
274,1,1,BBB,BB,2015-09-18,,False
274,4,1,BB,,2012-07-12,,False
275,1,1,A,,2014-05-01,2015-02-17,False
275,1,1,A,A,2015-02-18,2015-11-01,False
275,1,1,A,A,2015-11-02,,False
276,4,1,A,,2012-11-05,2013-07-29,False
276,4,1,A,A,2013-07-30,2015-06-21,False
276,4,1,A,A,2015-06-22,,False
277,3,1,BB,,2013-04-08,2014-04-15,False
277,3,1,BB,BB,2014-04-16,2015-03-22,False
277,3,1,BB,BB,2015-03-23,2016-04-13,False
277,3,1,BB,BB,2016-04-14,,False
278,3,1,CCC,,2011-05-24,2013-01-28,False
278,3,1,CCC,CCC,2013-01-29,2013-09-15,False
278,3,1,CCC,CCC,2013-09-16,2014-07-30,False
278,3,1,CCC,CCC,2014-07-31,2016-03-10,False
278,3,1,CCC,CCC,2016-03-11,2016-09-26,False
278,3,1,B,CCC,2016-09-27,,False
279,1,1,A,,2013-10-31,2014-08-03,False
279,1,1,A,A,2014-08-04,2015-11-10,False
279,1,1,A,A,2015-11-11,,False
279,2,1,A,,2012-07-03,,False
279,4,1,A,,2012-06-15,,False
280,3,1,B,,2015-07-10,2016-09-05,False
280,3,1,B,B,2016-09-06,,False
281,1,1,BBB,,2013-08-12,2014-08-25,False
281,1,1,BBB,BBB,2014-08-26,2015-09-23,False
281,1,1,A,BBB,2015-09-24,,False
281,4,1,BBB,,2012-06-15,2013-01-07,False
281,4,1,BBB,BBB,2013-01-08,,False
282,3,1,BBB,,2011-09-02,2012-09-24,False
282,3,1,BBB,BBB,2012-09-25,2013-08-20,False
282,3,1,BBB,BBB,2013-08-21,2014-09-10,False
282,3,1,BBB,BBB,2014-09-11,2015-09-21,False
282,3,1,BBB,BBB,2015-09-22,2016-09-18,False
282,3,1,BBB,BBB,2016-09-19,,False
283,1,1,B,,2013-03-12,2014-06-12,False
283,1,1,B,B,2014-06-13,2015-03-01,False
283,1,1,B,B,2015-03-02,2015-09-09,False
283,1,1,B,B,2015-09-10,,False
283,3,1,B,,2016-09-13,,False
283,4,1,BB,,2012-06-15,,False
284,1,1,BB,,2014-03-19,2014-12-17,False
284,1,1,BB,BB,2014-12-18,2015-11-22,False
284,1,1,BB,BB,2015-11-23,,False
284,4,1,BBB,,2012-06-15,2013-03-13,False
284,4,1,BB,BBB,2013-03-14,2016-10-17,False
284,4,1,BB,BB,2016-10-18,,False
285,1,1,BBB,,2013-04-29,2014-02-27,False
285,1,1,A,BBB,2014-02-28,2014-07-29,False
285,1,1,AA,A,2014-07-30,2015-08-23,False
285,1,1,AA,AA,2015-08-24,,False
285,4,1,BBB,,2016-11-28,,False
286,3,1,B,,2014-05-19,2015-03-26,False
286,3,1,B,B,2015-03-27,2016-04-06,False
286,3,1,B,B,2016-04-07,2016-10-25,False
286,3,1,B,B,2016-10-26,,False
287,2,1,BBB,,2013-09-25,2015-06-14,False
287,2,1,BB,BBB,2015-06-15,,False
287,4,1,BB,,2012-06-15,2016-03-07,False
287,4,1,B,BB,2016-03-08,,False
288,4,1,A,,2012-06-15,2012-10-25,False
288,4,1,A,A,2012-10-26,2013-11-12,False
288,4,1,A,A,2013-11-13,2015-05-04,False
288,4,1,A,A,2015-05-05,2015-10-27,False
288,4,1,BBB,A,2015-10-28,,False
289,4,1,BBB,,2012-06-15,2014-01-29,False
289,4,1,BBB,BBB,2014-01-30,2014-08-11,False
289,4,1,BBB,BBB,2014-08-12,2016-01-10,False
289,4,1,BBB,BBB,2016-01-11,2016-08-10,False
289,4,1,BBB,BBB,2016-08-11,,False
290,1,1,BB,,2014-04-01,2014-12-03,False
290,1,1,BB,BB,2014-12-04,2015-11-24,False
290,1,1,BBB,BB,2015-11-25,,False
290,4,1,BBB,,2012-06-15,,False
291,1,1,BBB,,2014-05-28,2015-05-26,False
291,1,1,BBB,BBB,2015-05-27,2015-10-28,False
291,1,1,BBB,BBB,2015-10-29,,False
292,1,1,BBB,,2013-07-17,2014-09-02,False
292,1,1,BB,BBB,2014-09-03,2015-11-03,False
292,1,1,BB,BB,2015-11-04,,False
292,4,1,BB,,2013-05-06,,False
293,1,1,BBB,,2013-07-23,2014-07-21,False
293,1,1,A,BBB,2014-07-22,2015-08-24,False
293,1,1,A,A,2015-08-25,,False
293,4,1,BBB,,2012-06-15,,False
294,4,1,BBB,,2013-08-23,2014-08-19,False
294,4,1,BBB,BBB,2014-08-20,2016-09-12,False
294,4,1,BBB,BBB,2016-09-13,,False
295,4,1,A,,2012-12-04,2015-07-27,False
295,4,1,A,A,2015-07-28,,False
296,3,1,B,,2011-01-13,2011-10-23,False
296,3,1,B,B,2011-10-24,2012-10-30,False
296,3,1,B,B,2012-10-31,2013-11-13,False
296,3,1,BB,B,2013-11-14,2015-05-14,False
296,3,1,B,BB,2015-05-15,2016-06-09,False
296,3,1,B,B,2016-06-10,,False
297,3,1,BB,,2016-01-15,2016-10-16,False
297,3,1,BB,BB,2016-10-17,,False
298,3,1,B,,2016-02-04,,False
299,3,1,B,,2015-03-19,2016-07-14,False
299,3,1,B,B,2016-07-15,,False
299,4,1,CCC,,2016-03-21,,False
300,3,1,BBB,,2015-12-15,2016-10-19,False
300,3,1,BBB,BBB,2016-10-20,,False
301,1,1,A,,2014-01-30,,False
301,3,1,A,,2013-03-20,2015-03-25,False
301,3,1,A,A,2015-03-26,2016-03-24,False
301,3,1,A,A,2016-03-25,,False
302,4,1,BBB,,2012-06-27,2013-03-04,False
302,4,1,BBB,BBB,2013-03-05,2016-03-28,False
302,4,1,BBB,BBB,2016-03-29,,False
303,4,1,BB,,2016-11-17,,False
304,3,1,B,,2016-03-01,,False
304,4,1,BB,,2012-06-15,2013-04-28,False
304,4,1,BB,BB,2013-04-29,2014-12-04,False
304,4,1,BB,BB,2014-12-05,,False
305,3,1,CCC,,2014-02-10,2014-07-09,False
305,3,1,BB,CCC,2014-07-10,,False
305,4,1,B,,2012-07-10,2016-02-02,False
305,4,1,CCC,B,2016-02-03,,False
306,1,1,A,,2014-11-03,2015-11-05,False
306,1,1,A,A,2015-11-06,,False
306,4,1,BBB,,2012-06-15,2013-12-09,False
306,4,1,BBB,BBB,2013-12-10,,False
307,3,1,BB,,2015-06-19,2016-01-10,False
307,3,1,BB,BB,2016-01-11,2016-12-13,False
307,3,1,BB,BB,2016-12-14,,False
308,1,1,BBB,,2013-08-21,2014-07-30,False
308,1,1,BBB,BBB,2014-07-31,2015-08-12,False
308,1,1,BBB,BBB,2015-08-13,,False
309,1,1,BBB,,2013-12-30,2015-03-22,False
309,1,1,A,BBB,2015-03-23,2015-11-10,False
309,1,1,A,A,2015-11-11,,False
309,3,1,BBB,,2010-08-31,2011-07-28,False
309,3,1,BBB,BBB,2011-07-29,2012-07-23,False
309,3,1,BBB,BBB,2012-07-24,2016-08-17,False
309,3,1,BBB,BBB,2016-08-18,,False
310,3,1,BBB,,2011-01-28,2012-06-06,False
310,3,1,BBB,BBB,2012-06-07,2013-03-26,False
310,3,1,BBB,BBB,2013-03-27,2015-04-20,False
310,3,1,BBB,BBB,2015-04-21,2016-09-20,False
310,3,1,BBB,BBB,2016-09-21,,False
310,4,1,BBB,,2013-08-12,2016-02-17,False
310,4,1,BB,BBB,2016-02-18,,False
311,3,1,BB,,2012-05-24,2014-08-10,False
311,3,1,BB,BB,2014-08-11,,False
312,3,1,BB,,2015-03-09,,False
313,3,1,BBB,,2015-08-31,2016-08-16,False
313,3,1,BB,BBB,2016-08-17,,False
313,4,1,B,,2012-09-24,,False
314,3,1,B,,2015-11-30,,False
315,1,1,BB,,2014-05-29,2014-11-16,False
315,1,1,BB,BB,2014-11-17,,False
315,3,1,BB,,2013-03-04,2016-05-04,False
315,3,1,BB,BB,2016-05-05,2016-09-21,False
315,3,1,BB,BB,2016-09-22,,False
316,4,1,BBB,,2012-06-15,2013-04-24,False
316,4,1,BBB,BBB,2013-04-25,2014-07-29,False
316,4,1,BBB,BBB,2014-07-30,2016-03-09,False
316,4,1,BBB,BBB,2016-03-10,,False
317,3,1,A,,2016-01-07,,False
318,1,1,BB,,2014-03-10,2014-11-03,False
318,1,1,BB,BB,2014-11-04,2015-09-10,False
318,1,1,BBB,BB,2015-09-11,,False
318,4,1,BBB,,2012-06-15,2013-06-16,False
318,4,1,B,BBB,2013-06-17,,False
319,3,1,B,,2016-02-09,,False
320,3,1,B,,2013-08-27,2014-07-28,False
320,3,1,B,B,2014-07-29,2015-11-05,False
320,3,1,B,B,2015-11-06,2016-07-04,False
320,3,1,B,B,2016-07-05,,False
321,1,1,A,,2015-09-03,,False
321,2,1,BB,,2012-06-15,2015-03-09,False
321,2,1,BBB,BB,2015-03-10,2016-10-03,False
321,2,1,BBB,BBB,2016-10-04,,False
321,4,1,BBB,,2012-09-06,2013-10-27,False
321,4,1,BBB,BBB,2013-10-28,,False
322,1,1,A,,2014-03-18,2014-11-23,False
322,1,1,A,A,2014-11-24,,False
322,2,1,A,,2012-06-15,,False
322,4,1,A,,2016-03-14,,False
323,1,1,BBB,,2014-07-30,,False
323,2,1,BBB,,2016-09-02,,False
323,4,1,BB,,2012-06-15,2014-06-22,False
323,4,1,BB,BB,2014-06-23,2016-06-21,False
323,4,1,BBB,BB,2016-06-22,,False
324,4,1,A,,2013-05-14,2013-08-01,False
324,4,1,A,A,2013-08-02,2015-08-17,False
324,4,1,A,A,2015-08-18,2016-08-01,False
324,4,1,A,A,2016-08-02,,False
325,3,1,B,,2014-03-27,2015-03-24,False
325,3,1,B,B,2015-03-25,2016-03-19,False
325,3,1,B,B,2016-03-20,2016-07-19,False
325,3,1,B,B,2016-07-20,,False
325,4,1,BB,,2013-03-11,,False
326,3,1,BB,,2013-07-12,2014-09-07,False
326,3,1,BB,BB,2014-09-08,2016-03-28,False
326,3,1,B,BB,2016-03-29,2016-09-22,False
326,3,1,B,B,2016-09-23,,False
327,3,1,B,,2013-09-24,2014-11-20,False
327,3,1,BB,B,2014-11-21,2016-05-10,False
327,3,1,B,BB,2016-05-11,2016-08-23,False
327,3,1,B,B,2016-08-24,,False
328,4,1,A,,2012-06-15,2015-09-20,False
328,4,1,A,A,2015-09-21,,False
329,1,1,B,,2013-09-05,2015-09-29,False
329,1,1,B,B,2015-09-30,,False
330,1,1,BBB,,2014-01-10,2014-11-03,False
330,1,1,BBB,BBB,2014-11-04,2015-08-09,False
330,1,1,BBB,BBB,2015-08-10,,False
330,4,1,BBB,,2016-12-01,,False
331,3,1,BBB,,2016-02-09,,False
331,4,1,BBB,,2016-11-16,,False
332,4,1,BBB,,2012-06-15,2015-11-29,False
332,4,1,BBB,BBB,2015-11-30,,False
333,1,1,BBB,,2015-05-13,2015-11-08,False
333,1,1,A,BBB,2015-11-09,,False
333,3,1,BB,,2013-01-14,,False
333,4,1,BB,,2012-06-15,2014-03-10,False
333,4,1,BB,BB,2014-03-11,2016-09-21,False
333,4,1,BBB,BB,2016-09-22,,False
334,2,1,A,,2013-01-23,,False
334,3,1,BBB,,2016-03-23,2016-07-12,False
334,3,1,BBB,BBB,2016-07-13,,False
335,3,1,B,,2013-05-01,2014-11-23,False
335,3,1,B,B,2014-11-24,2016-02-29,False
335,3,1,CC,B,2016-03-01,2016-10-13,False
335,3,1,CCC,CC,2016-10-14,,False
335,4,1,CCC,,2013-12-04,,False
336,3,1,B,,2014-02-11,2015-02-23,False
336,3,1,B,B,2015-02-24,2015-08-11,False
336,3,1,B,B,2015-08-12,,False
337,3,1,BBB,,2011-04-07,2011-12-21,False
337,3,1,BBB,BBB,2011-12-22,,False
338,4,1,CCC,,2014-05-05,,False
339,2,1,BB,,2016-02-17,,False
340,1,1,CCC,,2015-01-06,2015-09-09,False
340,1,1,CCC,CCC,2015-09-10,,False
341,1,1,A,,2013-07-24,2015-01-27,False
341,1,1,AA,A,2015-01-28,2015-10-27,False
341,1,1,AA,AA,2015-10-28,,False
342,1,1,BB,,2014-07-02,2015-09-27,False
342,1,1,BBB,BB,2015-09-28,,False
343,3,1,BB,,2015-11-16,,False
344,1,1,A,,2014-06-23,2015-05-27,False
344,1,1,A,A,2015-05-28,2015-12-17,False
344,1,1,A,A,2015-12-18,,False
345,1,1,BBB,,2013-08-14,2015-01-20,False
345,1,1,BBB,BBB,2015-01-21,,False
345,2,1,BB,,2012-06-15,2015-09-29,False
345,2,1,BBB,BB,2015-09-30,,False
346,1,1,A,,2013-11-12,,False
347,1,1,AA,,2015-06-03,2015-08-31,False
347,1,1,AA,AA,2015-09-01,,False
348,3,1,CCC,,2014-09-19,2015-09-29,False
348,3,1,B,CCC,2015-09-30,,False
349,1,1,CCC,,2014-04-01,2014-11-13,False
349,1,1,CC,CCC,2014-11-14,2015-09-10,False
349,1,1,C,CC,2015-09-11,,False
349,4,1,CCC,,2013-04-05,,False
350,3,1,BBB,,2015-10-20,,False
350,4,1,BBB,,2012-06-15,,False
351,1,1,AA,,2014-04-17,2015-04-15,False
351,1,1,AA,AA,2015-04-16,2015-10-15,False
351,1,1,AA,AA,2015-10-16,,False
352,3,1,BB,,2016-07-12,,False
353,1,1,BBB,,2015-04-30,,False
353,2,1,BB,,2012-10-03,2016-01-10,False
353,2,1,BBB,BB,2016-01-11,,False
353,3,1,B,,2013-08-28,,False
354,1,1,BB,,2015-01-29,2015-09-14,False
354,1,1,BB,BB,2015-09-15,,False
355,1,1,A,,2013-06-26,2013-08-14,False
355,1,1,AA,A,2013-08-15,2015-04-12,False
355,1,1,A,AA,2015-04-13,2015-10-26,False
355,1,1,BBB,A,2015-10-27,,False
356,3,1,BBB,,2012-05-30,2013-05-01,False
356,3,1,BBB,BBB,2013-05-02,2014-09-16,False
356,3,1,BBB,BBB,2014-09-17,2015-08-27,False
356,3,1,BBB,BBB,2015-08-28,2016-08-07,False
356,3,1,BBB,BBB,2016-08-08,,False
357,2,1,BB,,2015-04-10,,False
357,4,1,B,,2016-05-10,,False
358,4,1,CCC,,2016-12-12,,False
359,1,1,AA,,2013-08-16,2015-01-27,False
359,1,1,AA,AA,2015-01-28,2015-10-26,False
359,1,1,AA,AA,2015-10-27,,False
359,4,1,AA,,2012-06-15,,False
360,2,1,BBB,,2014-03-03,,False
360,3,1,BB,,2016-02-18,,False
360,4,1,BB,,2015-03-16,,False
361,3,1,BB,,2016-09-07,,False
361,4,1,B,,2012-06-15,,False
362,1,1,A,,2013-06-18,2014-03-20,False
362,1,1,AA,A,2014-03-21,2015-06-08,False
362,1,1,AA,AA,2015-06-09,2015-09-23,False
362,1,1,AA,AA,2015-09-24,,False
362,4,1,A,,2012-06-15,,False
363,1,1,BBB,,2013-06-13,2014-06-10,False
363,1,1,A,BBB,2014-06-11,2015-03-31,False
363,1,1,BBB,A,2015-04-01,2015-08-27,False
363,1,1,BBB,BBB,2015-08-28,,False
363,3,1,BBB,,2016-11-16,,False
363,4,1,BB,,2012-06-15,,False
364,3,1,BB,,2015-11-18,,False
365,1,1,A,,2013-10-17,2015-04-26,False
365,1,1,A,A,2015-04-27,2015-07-20,False
365,1,1,A,A,2015-07-21,,False
366,4,1,BB,,2012-06-15,2016-06-19,False
366,4,1,BB,BB,2016-06-20,,False
367,2,1,BBB,,2016-09-14,,False
367,3,1,BBB,,2015-12-28,,False
367,4,1,BBB,,2015-02-09,,False
368,3,1,BB,,2011-08-15,2013-06-03,False
368,3,1,BB,BB,2013-06-04,2013-10-06,False
368,3,1,BB,BB,2013-10-07,2014-07-07,False
368,3,1,BBB,BB,2014-07-08,2015-08-18,False
368,3,1,BBB,BBB,2015-08-19,2016-11-03,False
368,3,1,BBB,BBB,2016-11-04,,False
369,3,1,BBB,,2014-11-14,2015-10-07,False
369,3,1,BBB,BBB,2015-10-08,2016-10-13,False
369,3,1,BBB,BBB,2016-10-14,,False
370,3,1,BB,,2011-09-01,2012-07-29,False
370,3,1,BB,BB,2012-07-30,2013-12-08,False
370,3,1,BB,BB,2013-12-09,2014-10-19,False
370,3,1,BB,BB,2014-10-20,2016-02-08,False
370,3,1,BB,BB,2016-02-09,2016-07-14,False
370,3,1,BB,BB,2016-07-15,,False
371,3,1,BBB,,2015-02-04,2015-11-19,False
371,3,1,BBB,BBB,2015-11-20,2016-12-19,False
371,3,1,BBB,BBB,2016-12-20,,False
372,3,1,BB,,2011-10-11,2012-10-16,False
372,3,1,BB,BB,2012-10-17,2013-08-12,False
372,3,1,BB,BB,2013-08-13,2014-10-28,False
372,3,1,BB,BB,2014-10-29,2015-09-24,False
372,3,1,BB,BB,2015-09-25,2016-09-20,False
372,3,1,BB,BB,2016-09-21,,False
373,1,1,BB,,2014-09-24,,False
373,4,1,CCC,,2012-06-15,2014-02-26,False
373,4,1,B,CCC,2014-02-27,2016-03-10,False
373,4,1,CCC,B,2016-03-11,,False
374,3,1,BB,,2015-04-08,2016-04-21,False
374,3,1,BB,BB,2016-04-22,,False
374,4,1,BB,,2016-08-03,,False
375,1,1,BBB,,2015-06-02,2015-09-01,False
375,1,1,BBB,BBB,2015-09-02,,False
376,3,1,B,,2011-05-06,2011-08-30,False
376,3,1,B,B,2011-08-31,2013-05-20,False
376,3,1,B,B,2013-05-21,2013-06-30,False
376,3,1,B,B,2013-07-01,2015-03-15,False
376,3,1,B,B,2015-03-16,2016-03-24,False
376,3,1,B,B,2016-03-25,2016-07-19,False
376,3,1,B,B,2016-07-20,,False
377,3,1,BBB,,2015-06-02,2015-08-26,False
377,3,1,BBB,BBB,2015-08-27,2016-08-09,False
377,3,1,BBB,BBB,2016-08-10,,False
378,1,1,CCC,,2015-05-22,2015-09-09,False
378,1,1,CCC,CCC,2015-09-10,,False
379,3,1,B,,2015-09-03,2016-09-25,False
379,3,1,B,B,2016-09-26,,False
379,4,1,B,,2014-09-17,,False
380,3,1,BBB,,2014-03-12,,False
381,3,1,B,,2011-04-08,2013-01-30,False
381,3,1,B,B,2013-01-31,2013-12-11,False
381,3,1,B,B,2013-12-12,2015-02-25,False
381,3,1,B,B,2015-02-26,2016-02-11,False
381,3,1,B,B,2016-02-12,,False
382,3,1,BBB,,2014-06-20,2014-08-17,False
382,3,1,BBB,BBB,2014-08-18,,False
382,4,1,BBB,,2012-06-15,2016-02-22,False
382,4,1,BB,BBB,2016-02-23,,False
383,3,1,BBB,,2015-08-06,2016-11-07,False
383,3,1,BBB,BBB,2016-11-08,,False
384,2,1,BB,,2012-06-15,2015-09-13,False
384,2,1,BBB,BB,2015-09-14,,False
385,3,1,BB,,2012-11-08,2014-03-27,False
385,3,1,BB,BB,2014-03-28,2014-11-24,False
385,3,1,BB,BB,2014-11-25,2015-09-03,False
385,3,1,BB,BB,2015-09-04,2016-11-09,False
385,3,1,B,BB,2016-11-10,,False
385,4,1,B,,2012-06-15,,False
386,1,1,A,,2015-02-26,,False
386,3,1,BBB,,2016-02-03,,False
386,4,1,BBB,,2012-06-15,,False
387,2,1,BBB,,2013-11-25,,False
387,3,1,BB,,2013-05-29,2015-05-28,False
387,3,1,BB,BB,2015-05-29,2016-04-26,False
387,3,1,BBB,BB,2016-04-27,,False
388,3,1,BBB,,2014-09-22,2015-09-22,False
388,3,1,BBB,BBB,2015-09-23,2016-09-22,False
388,3,1,BBB,BBB,2016-09-23,,False
389,1,1,A,,2014-05-19,2015-05-19,False
389,1,1,A,A,2015-05-20,2015-10-27,False
389,1,1,A,A,2015-10-28,,False
390,3,1,BB,,2013-08-14,2015-04-02,False
390,3,1,BB,BB,2015-04-03,2016-12-13,False
390,3,1,BB,BB,2016-12-14,,False
390,4,1,BB,,2012-09-07,2015-11-11,False
390,4,1,B,BB,2015-11-12,,False
391,1,1,BBB,,2014-08-01,2015-11-24,False
391,1,1,BB,BBB,2015-11-25,,False
392,3,1,BB,,2013-02-19,2014-02-26,False
392,3,1,BB,BB,2014-02-27,2015-03-03,False
392,3,1,BB,BB,2015-03-04,2015-11-29,False
392,3,1,BB,BB,2015-11-30,2016-12-07,False
392,3,1,BB,BB,2016-12-08,,False
393,3,1,BB,,2012-09-11,,False
394,3,1,BB,,2014-05-16,2014-09-30,False
394,3,1,BB,BB,2014-10-01,2016-03-31,False
394,3,1,BB,BB,2016-04-01,2016-12-01,False
394,3,1,BB,BB,2016-12-02,,False
394,4,1,B,,2012-06-15,,False
395,2,1,BB,,2012-06-15,,False
396,1,1,BB,,2013-11-12,2015-05-07,False
396,1,1,BB,BB,2015-05-08,2015-10-22,False
396,1,1,BB,BB,2015-10-23,,False
396,4,1,CCC,,2012-06-15,2013-05-27,False
396,4,1,B,CCC,2013-05-28,,False
397,3,1,BB,,2013-11-15,,False
397,4,1,BB,,2012-06-15,2012-12-09,False
397,4,1,BB,BB,2012-12-10,,False
398,3,1,B,,2013-09-09,2014-10-07,False
398,3,1,B,B,2014-10-08,2016-05-31,False
398,3,1,CCC,B,2016-06-01,,False
399,4,1,A,,2012-06-15,,False
400,1,1,A,,2014-07-23,2015-10-25,False
400,1,1,A,A,2015-10-26,,False
400,3,1,BBB,,2013-04-16,2014-04-14,False
400,3,1,BBB,BBB,2014-04-15,2016-08-14,False
400,3,1,BBB,BBB,2016-08-15,,False
400,4,1,BBB,,2012-06-15,,False
401,3,1,B,,2011-08-11,2012-08-06,False
401,3,1,B,B,2012-08-07,2015-10-22,False
401,3,1,B,B,2015-10-23,,False
401,4,1,CCC,,2013-08-26,2014-11-18,False
401,4,1,CCC,CCC,2014-11-19,,False
402,3,1,BBB,,2014-09-12,2015-09-23,False
402,3,1,BBB,BBB,2015-09-24,2016-09-26,False
402,3,1,BBB,BBB,2016-09-27,,False
403,3,1,BB,,2013-01-29,2014-06-08,False
403,3,1,BB,BB,2014-06-09,2015-02-24,False
403,3,1,B,BB,2015-02-25,2016-02-24,False
403,3,1,B,B,2016-02-25,2016-10-23,False
403,3,1,B,B,2016-10-24,,False
404,3,1,BB,,2013-12-05,,False
405,3,1,BBB,,2012-06-26,2012-08-09,False
405,3,1,BBB,BBB,2012-08-10,,False
406,3,1,BB,,2015-03-05,2015-07-14,False
406,3,1,BB,BB,2015-07-15,,False
407,4,1,CCC,,2012-06-15,2012-12-06,False
407,4,1,CCC,CCC,2012-12-07,2014-04-03,False
407,4,1,B,CCC,2014-04-04,,False
408,4,1,B,,2012-06-15,2014-02-05,False
408,4,1,B,B,2014-02-06,,False
409,3,1,BBB,,2014-09-26,2016-09-06,False
409,3,1,BBB,BBB,2016-09-07,,False
409,4,1,BBB,,2016-02-29,,False
410,3,1,BBB,,2015-07-06,,False
411,4,1,CCC,,2016-05-11,,False
412,1,1,AA,,2013-07-26,2015-04-15,False
412,1,1,A,AA,2015-04-16,,False
412,2,1,A,,2015-11-23,,False
413,4,1,BBB,,2015-12-23,2016-10-12,False
413,4,1,BBB,BBB,2016-10-13,,False
414,3,1,B,,2012-06-25,2013-05-05,False
414,3,1,BB,B,2013-05-06,2015-06-29,False
414,3,1,BB,BB,2015-06-30,2016-06-23,False
414,3,1,BB,BB,2016-06-24,2016-09-22,False
414,3,1,B,BB,2016-09-23,,False
415,3,1,BB,,2016-05-19,2016-09-21,False
415,3,1,BB,BB,2016-09-22,,False
416,3,1,B,,2016-10-20,,False
417,3,1,BBB,,2014-01-31,2015-01-29,False
417,3,1,BBB,BBB,2015-01-30,2016-01-21,False
417,3,1,BBB,BBB,2016-01-22,2016-12-22,False
417,3,1,BBB,BBB,2016-12-23,,False
418,3,1,BBB,,2015-02-18,2015-10-18,False
418,3,1,BBB,BBB,2015-10-19,2016-10-10,False
418,3,1,BBB,BBB,2016-10-11,,False
419,3,1,BB,,2011-12-15,2016-10-26,False
419,3,1,BBB,BB,2016-10-27,,False
419,4,1,BBB,,2015-03-05,2016-05-22,False
419,4,1,BBB,BBB,2016-05-23,,False
420,2,1,BBB,,2012-06-15,2013-07-07,False
420,2,1,BBB,BBB,2013-07-08,,False
420,3,1,BBB,,2014-07-03,2016-12-01,False
420,3,1,BBB,BBB,2016-12-02,,False
420,4,1,BBB,,2013-03-15,2016-02-23,False
420,4,1,BB,BBB,2016-02-24,,False
421,4,1,B,,2012-06-15,,False
422,3,1,A,,2013-03-20,2015-06-15,False
422,3,1,A,A,2015-06-16,2015-09-02,False
422,3,1,A,A,2015-09-03,,False
423,3,1,BB,,2014-10-31,,False
424,4,1,A,,2012-06-15,2014-04-21,False
424,4,1,A,A,2014-04-22,2015-01-20,False
424,4,1,A,A,2015-01-21,2016-08-21,False
424,4,1,A,A,2016-08-22,,False
425,3,1,AA,,2012-02-17,2012-08-27,False
425,3,1,AA,AA,2012-08-28,,False
426,3,1,BBB,,2014-09-22,2016-03-01,False
426,3,1,BB,BBB,2016-03-02,,False
427,3,1,B,,2015-07-13,2016-07-21,False
427,3,1,B,B,2016-07-22,,False
428,1,1,BB,,2014-04-09,2014-11-02,False
428,1,1,BB,BB,2014-11-03,,False
428,4,1,BB,,2012-06-15,2016-03-13,False
428,4,1,CCC,BB,2016-03-14,,False
429,3,1,BB,,2014-10-20,2015-10-15,False
429,3,1,BB,BB,2015-10-16,2016-10-19,False
429,3,1,BB,BB,2016-10-20,,False
430,4,1,A,,2012-06-15,2012-08-09,False
430,4,1,BBB,A,2012-08-10,2014-06-25,False
430,4,1,BBB,BBB,2014-06-26,2015-06-23,False
430,4,1,BB,BBB,2015-06-24,,False
431,2,1,BBB,,2012-06-15,,False
431,3,1,BB,,2013-02-12,2013-09-26,False
431,3,1,BB,BB,2013-09-27,2016-11-30,False
431,3,1,BBB,BB,2016-12-01,,False
431,4,1,BB,,2015-06-03,2016-06-08,False
431,4,1,BBB,BB,2016-06-09,,False
432,1,1,BB,,2013-12-11,,False
432,3,1,BB,,2016-05-17,2016-08-30,False
432,3,1,BB,BB,2016-08-31,,False
433,1,1,BBB,,2013-07-15,2015-11-18,False
433,1,1,BB,BBB,2015-11-19,,False
433,2,1,BB,,2015-01-23,,False
433,3,1,BB,,2016-10-06,,False
433,4,1,BBB,,2012-06-15,,False
434,3,1,BB,,2013-11-26,,False
435,1,1,BBB,,2014-01-17,2015-04-15,False
435,1,1,BBB,BBB,2015-04-16,2015-08-19,False
435,1,1,BBB,BBB,2015-08-20,,False
435,2,1,BBB,,2012-06-15,2012-10-18,False
435,2,1,BBB,BBB,2012-10-19,,False
436,3,1,B,,2015-10-12,2016-10-09,False
436,3,1,BB,B,2016-10-10,,False
437,3,1,BB,,2010-11-19,2011-11-10,False
437,3,1,BB,BB,2011-11-11,2013-09-04,False
437,3,1,BB,BB,2013-09-05,2014-11-19,False
437,3,1,BB,BB,2014-11-20,2016-06-09,False
437,3,1,BB,BB,2016-06-10,2016-11-02,False
437,3,1,B,BB,2016-11-03,,False
437,4,1,B,,2012-09-14,,False
438,3,1,A,,2012-07-24,2013-08-01,False
438,3,1,A,A,2013-08-02,2014-09-29,False
438,3,1,A,A,2014-09-30,2015-09-10,False
438,3,1,A,A,2015-09-11,2016-09-21,False
438,3,1,A,A,2016-09-22,,False
438,4,1,A,,2012-06-15,,False
439,3,1,BBB,,2015-06-17,2015-07-20,False
439,3,1,BB,BBB,2015-07-21,2016-10-31,False
439,3,1,BB,BB,2016-11-01,,False
440,3,1,BBB,,2016-04-19,,False
440,4,1,BBB,,2012-06-15,,False
