scd_key,security_id,vendor,rating_type,rating,effective_start_date,effective_end_date,is_active,source_feed_id,rating_raw
643,PRT111X,Kroll,Long Term,BA1,2024-12-14,2025-04-25,0,55,Ba1
644,PRT111X,Kroll,Long Term,D,2025-04-26,2025-05-04,0,55,D
645,PRT111X,Kroll,Long Term,BBB,2025-05-05,,1,55,BBB+
646,PRT111X,Kroll,Short Term,BAA3,2024-12-14,2025-02-10,0,55,Baa3
647,PRT111X,Kroll,Short Term,B,2025-02-11,2025-04-16,0,55,B
648,PRT111X,Kroll,Short Term,B+,2025-04-17,,1,55,B+
649,PRT111X,Morningstar,Corporate Rating,CCC-,2024-09-20,,1,66,CCC-
650,PRT111X,Morningstar,Issuer Rating,BAA3,2024-07-08,2024-10-11,0,66,Baa3
651,PRT111X,Morningstar,Issuer Rating,A,2024-10-12,2025-03-22,0,66,A+
652,PRT111X,Morningstar,Issuer Rating,BA1,2025-03-23,2025-05-25,0,66,Ba1
653,PRT111X,Morningstar,Issuer Rating,AAA,2025-05-26,2025-05-26,0,66,AAA
654,PRT111X,Morningstar,Issuer Rating,CCC+,2025-05-27,,1,66,CCC+
655,PRT111X,Morningstar,Long Term,BA2,2024-06-23,2024-10-25,0,66,Ba2
656,PRT111X,Morningstar,Long Term,B+,2024-10-26,2024-11-30,0,66,B+
657,PRT111X,Morningstar,Long Term,A1,2024-12-01,2025-03-19,0,66,A1
658,PRT111X,Morningstar,Long Term,AA,2025-03-20,2025-04-21,0,66,AA
659,PRT111X,Morningstar,Long Term,A1,2025-04-22,2025-04-30,0,66,A1
660,PRT111X,Morningstar,Long Term,AA,2025-05-01,,1,66,AA-
661,PRT111X,Morningstar,Short Term,CAA2,2024-06-19,2024-09-22,0,66,Caa2
662,PRT111X,Morningstar,Short Term,B,2024-09-23,2025-01-07,0,66,B
663,PRT111X,Morningstar,Short Term,CA,2025-01-08,2025-01-14,0,66,Ca
664,PRT111X,Morningstar,Short Term,BBB,2025-01-15,2025-05-14,0,66,BBB-
665,PRT111X,Morningstar,Short Term,D,2025-05-15,,1,66,D
666,QWE452M,CARE,Issuer Rating,A,2024-09-28,2024-12-01,0,88,A-
667,QWE452M,CARE,Issuer Rating,B+,2024-12-02,2025-01-21,0,88,B+
668,QWE452M,CARE,Issuer Rating,CC,2025-01-22,2025-03-02,0,88,CC
669,QWE452M,CARE,Issuer Rating,A2+,2025-03-03,,1,88,A2+
670,QWE452M,CARE,Long Term,CAA3,2024-06-25,2024-12-27,0,88,Caa3
671,QWE452M,CARE,Long Term,D,2024-12-28,,1,88,D
672,QWE452M,CARE,Short Term,C,2024-06-01,2024-10-25,0,88,C
673,QWE452M,CARE,Short Term,A1+,2024-10-26,2025-01-05,0,88,A1+
674,QWE452M,CARE,Short Term,BB+,2025-01-06,2025-03-03,0,88,BB+
675,QWE452M,CARE,Short Term,BAA3,2025-03-04,2025-03-20,0,88,Baa3
676,QWE452M,CARE,Short Term,BB-,2025-03-21,,1,88,BB-
677,QWE452M,ICRA,Corporate Rating,BA2,2025-01-08,2025-02-05,0,77,Ba2
678,QWE452M,ICRA,Corporate Rating,A,2025-02-06,,1,77,A+
679,QWE452M,ICRA,Issuer Rating,AA,2024-06-25,2024-09-15,0,77,AA
680,QWE452M,ICRA,Issuer Rating,CAA3,2024-09-16,2024-12-27,0,77,Caa3
681,QWE452M,ICRA,Issuer Rating,A2+,2024-12-28,2025-03-12,0,77,A2+
682,QWE452M,ICRA,Issuer Rating,CCC+,2025-03-13,,1,77,CCC+
683,QWE452M,ICRA,Long Term,A,2024-09-21,2025-01-21,0,77,A
684,QWE452M,ICRA,Long Term,CCC-,2025-01-22,,1,77,CCC-
685,QWE452M,ICRA,Short Term,A1,2024-08-14,2024-08-21,0,77,A1
686,QWE452M,ICRA,Short Term,CA,2024-08-22,2024-09-21,0,77,Ca
687,QWE452M,ICRA,Short Term,CAA2,2024-09-22,2024-11-13,0,77,Caa2
688,QWE452M,ICRA,Short Term,BB,2024-11-14,,1,77,BB
689,QWE452M,Kroll,Corporate Rating,BB,2024-09-16,2024-11-13,0,55,BB
690,QWE452M,Kroll,Corporate Rating,C,2024-11-14,2025-01-08,0,55,C
691,QWE452M,Kroll,Corporate Rating,BAA2,2025-01-09,2025-04-27,0,55,Baa2
692,QWE452M,Kroll,Corporate Rating,AA,2025-04-28,,1,55,AA
693,QWE452M,Kroll,Issuer Rating,CCC,2024-10-17,2024-10-29,0,55,CCC
694,QWE452M,Kroll,Issuer Rating,BA1,2024-10-30,2025-01-06,0,55,Ba1
695,QWE452M,Kroll,Issuer Rating,AA,2025-01-07,2025-01-08,0,55,AA+
696,QWE452M,Kroll,Issuer Rating,A,2025-01-09,2025-01-15,0,55,A
697,QWE452M,Kroll,Issuer Rating,D,2025-01-16,,1,55,D
698,QWE452M,Kroll,Long Term,BAA1,2024-08-14,2024-08-22,0,55,Baa1
699,QWE452M,Kroll,Long Term,CA,2024-08-23,2024-11-21,0,55,Ca
700,QWE452M,Kroll,Long Term,C,2024-11-22,2025-01-07,0,55,C
701,QWE452M,Kroll,Long Term,A,2025-01-08,2025-04-10,0,55,A
702,QWE452M,Kroll,Long Term,C,2025-04-11,,1,55,C
703,QWE452M,Kroll,Short Term,BA1,2024-09-28,,1,55,Ba1
704,QWE452M,Morningstar,Corporate Rating,CCC-,2024-06-26,2025-04-15,0,66,CCC-
705,QWE452M,Morningstar,Corporate Rating,BA2,2025-04-16,2025-05-28,0,66,Ba2
706,QWE452M,Morningstar,Corporate Rating,A,2025-05-29,,1,66,A+
707,QWE452M,Morningstar,Issuer Rating,AA,2024-07-27,2024-11-15,0,66,AA-
708,QWE452M,Morningstar,Issuer Rating,CAA1,2024-11-16,2024-12-22,0,66,Caa1
709,QWE452M,Morningstar,Issuer Rating,CAA2,2024-12-23,,1,66,Caa2
710,QWE452M,Morningstar,Long Term,A,2024-10-15,2025-03-03,0,66,A
711,QWE452M,Morningstar,Long Term,BBB,2025-03-04,2025-03-05,0,66,BBB
712,QWE452M,Morningstar,Long Term,BB-,2025-03-06,2025-05-26,0,66,BB-
713,QWE452M,Morningstar,Long Term,BBB,2025-05-27,,1,66,BBB
714,QWE452M,Morningstar,Short Term,CCC,2024-09-25,2024-11-07,0,66,CCC
715,QWE452M,Morningstar,Short Term,BA2,2024-11-08,2025-03-20,0,66,Ba2
716,QWE452M,Morningstar,Short Term,A1,2025-03-21,2025-04-09,0,66,A1
717,QWE452M,Morningstar,Short Term,A,2025-04-10,2025-05-02,0,66,A
718,QWE452M,Morningstar,Short Term,BAA1,2025-05-03,,1,66,Baa1
719,TXU882Z,CARE,Corporate Rating,BB-,2024-07-22,2024-08-09,0,88,BB-
720,TXU882Z,CARE,Corporate Rating,A,2024-08-10,2024-11-23,0,88,A+
721,TXU882Z,CARE,Corporate Rating,AA,2024-11-24,,1,88,AA+
722,TXU882Z,CARE,Issuer Rating,C,2024-09-15,2024-10-07,0,88,C
723,TXU882Z,CARE,Issuer Rating,AA,2024-10-08,2024-10-18,0,88,AA
724,TXU882Z,CARE,Issuer Rating,B,2024-10-19,2024-10-22,0,88,B
725,TXU882Z,CARE,Issuer Rating,BA2,2024-10-23,2025-02-04,0,88,Ba2
726,TXU882Z,CARE,Issuer Rating,C,2025-02-05,,1,88,C
727,TXU882Z,CARE,Long Term,A2+,2025-01-20,,1,88,A2+
728,TXU882Z,CARE,Short Term,A,2024-06-03,2024-07-05,0,88,A+
729,TXU882Z,CARE,Short Term,BA2,2024-07-06,2024-07-05,0,88,Ba2
730,TXU882Z,CARE,Short Term,CCC,2024-07-06,2025-04-29,0,88,CCC
731,TXU882Z,CARE,Short Term,BA3,2025-04-30,2025-05-19,0,88,Ba3
732,TXU882Z,CARE,Short Term,B-,2025-05-20,,1,88,B-
733,TXU882Z,DBRS,Long Term,AA,2024-01-12,2024-02-20,0,44,AA+
734,TXU882Z,DBRS,Long Term,B-,2024-02-21,2024-03-30,0,44,B-
735,TXU882Z,DBRS,Long Term,BBB,2024-03-31,2024-04-20,0,44,BBB-
736,TXU882Z,DBRS,Long Term,CAA1,2024-04-21,2024-05-21,0,44,Caa1
737,TXU882Z,DBRS,Long Term,CCC,2024-05-22,2024-06-03,0,44,CCC
738,TXU882Z,DBRS,Long Term,B2,2024-06-04,2024-06-30,0,44,B2
739,TXU882Z,DBRS,Long Term,A3,2024-07-01,2024-08-03,0,44,A3
740,TXU882Z,DBRS,Long Term,BB+,2024-08-04,2024-09-11,0,44,BB+
741,TXU882Z,DBRS,Long Term,BA1,2024-09-12,2024-10-05,0,44,Ba1
742,TXU882Z,DBRS,Long Term,AAA,2024-10-06,2024-10-31,0,44,Aaa
743,TXU882Z,DBRS,Long Term,C,2024-11-01,2024-12-04,0,44,C
744,TXU882Z,DBRS,Long Term,AA3,2024-12-05,,1,44,Aa3
745,TXU882Z,DBRS,Short Term,BB+,2024-01-08,2024-01-29,0,44,BB+
746,TXU882Z,DBRS,Short Term,BAA1,2024-01-30,2024-06-21,0,44,Baa1
747,TXU882Z,DBRS,Short Term,CA,2024-06-22,2024-10-06,0,44,Ca
748,TXU882Z,DBRS,Short Term,AA1,2024-10-07,2024-10-28,0,44,Aa1
749,TXU882Z,DBRS,Short Term,AA3,2024-10-29,,1,44,Aa3
750,TXU882Z,Fitch,Long Term,Aa3,2024-01-12,2024-01-13,0,12,Aa3
751,TXU882Z,Fitch,Long Term,AA,2024-01-14,2024-02-10,0,12,AA
752,TXU882Z,Fitch,Long Term,BBB,2024-02-11,2024-03-20,0,12,BBB+
753,TXU882Z,Fitch,Long Term,Ba3,2024-03-21,2024-03-23,0,12,Ba3
754,TXU882Z,Fitch,Long Term,BB,2024-03-24,2024-06-19,0,12,BB-
755,TXU882Z,Fitch,Long Term,BBB,2024-06-20,2024-07-03,0,12,BBB+
756,TXU882Z,Fitch,Long Term,C,2024-07-04,2024-08-27,0,12,C
757,TXU882Z,Fitch,Long Term,BBB,2024-08-28,2024-11-02,0,12,BBB-
758,TXU882Z,Fitch,Long Term,Ba2,2024-11-03,,1,12,Ba2
759,TXU882Z,Fitch,Short Term,AA,2024-01-13,2024-05-14,0,12,AA
760,TXU882Z,Fitch,Short Term,Ca,2024-05-15,2024-05-26,0,12,Ca
761,TXU882Z,Fitch,Short Term,BBB,2024-05-27,2024-06-08,0,12,BBB+
762,TXU882Z,Fitch,Short Term,C,2024-06-09,2024-09-15,0,12,C
763,TXU882Z,Fitch,Short Term,BB,2024-09-16,2024-09-24,0,12,BB
764,TXU882Z,Fitch,Short Term,BBB,2024-09-25,2024-11-22,0,12,BBB
765,TXU882Z,Fitch,Short Term,AAA,2024-11-23,2024-12-02,0,12,AAA
766,TXU882Z,Fitch,Short Term,B3,2024-12-03,,1,12,B3
767,TXU882Z,ICRA,Corporate Rating,AA,2024-07-14,,1,77,AA
768,TXU882Z,ICRA,Issuer Rating,BBB,2024-09-12,2025-05-30,0,77,BBB+
769,TXU882Z,ICRA,Issuer Rating,BB-,2025-05-31,,1,77,BB-
770,TXU882Z,ICRA,Long Term,CAA1,2024-06-10,2024-11-04,0,77,Caa1
771,TXU882Z,ICRA,Long Term,BB+,2024-11-05,2025-01-13,0,77,BB+
772,TXU882Z,ICRA,Long Term,C,2025-01-14,2025-02-19,0,77,C
773,TXU882Z,ICRA,Long Term,B+,2025-02-20,2025-02-27,0,77,B+
774,TXU882Z,ICRA,Long Term,CCC+,2025-02-28,2025-03-23,0,77,CCC+
775,TXU882Z,ICRA,Long Term,BAA1,2025-03-24,2025-04-03,0,77,Baa1
776,TXU882Z,ICRA,Long Term,CC,2025-04-04,2025-04-28,0,77,CC
777,TXU882Z,ICRA,Long Term,AA,2025-04-29,,1,77,AA
778,TXU882Z,ICRA,Short Term,BB+,2024-09-27,2025-01-09,0,77,BB+
779,TXU882Z,ICRA,Short Term,B,2025-01-10,2025-01-13,0,77,B
780,TXU882Z,ICRA,Short Term,CAA2,2025-01-14,2025-04-10,0,77,Caa2
781,TXU882Z,ICRA,Short Term,BAA2,2025-04-11,2025-04-21,0,77,Baa2
782,TXU882Z,ICRA,Short Term,CAA1,2025-04-22,,1,77,Caa1
783,TXU882Z,Kroll,Corporate Rating,CCC,2024-06-22,2024-07-17,0,55,CCC
784,TXU882Z,Kroll,Corporate Rating,B+,2024-07-18,2024-07-30,0,55,B+
785,TXU882Z,Kroll,Corporate Rating,A2,2024-07-31,2024-08-12,0,55,A2
786,TXU882Z,Kroll,Corporate Rating,B-,2024-08-13,,1,55,B-
787,TXU882Z,Kroll,Issuer Rating,AA,2024-06-02,2024-07-17,0,55,AA-
788,TXU882Z,Kroll,Issuer Rating,BB,2024-07-18,2024-09-06,0,55,BB
789,TXU882Z,Kroll,Issuer Rating,BB+,2024-09-07,2024-09-11,0,55,BB+
790,TXU882Z,Kroll,Issuer Rating,BBB,2024-09-12,2024-10-02,0,55,BBB
791,TXU882Z,Kroll,Issuer Rating,B+,2024-10-03,2025-02-07,0,55,B+
792,TXU882Z,Kroll,Issuer Rating,CCC,2025-02-08,2025-03-11,0,55,CCC
793,TXU882Z,Kroll,Issuer Rating,BBB,2025-03-12,,1,55,BBB
794,TXU882Z,Kroll,Long Term,BA1,2024-07-26,2024-08-19,0,55,Ba1
795,TXU882Z,Kroll,Long Term,B-,2024-08-20,2024-08-31,0,55,B-
796,TXU882Z,Kroll,Long Term,BAA2,2024-09-01,2024-09-30,0,55,Baa2
797,TXU882Z,Kroll,Long Term,A2+,2024-10-01,2024-11-08,0,55,A2+
798,TXU882Z,Kroll,Long Term,A,2024-11-09,2024-12-18,0,55,A
799,TXU882Z,Kroll,Long Term,C,2024-12-19,2025-02-24,0,55,C
800,TXU882Z,Kroll,Long Term,A1+,2025-02-25,,1,55,A1+
801,TXU882Z,Kroll,Short Term,B-,2024-07-08,2024-07-24,0,55,B-
802,TXU882Z,Kroll,Short Term,B+,2024-07-25,2024-08-11,0,55,B+
803,TXU882Z,Kroll,Short Term,BB,2024-08-12,2025-04-20,0,55,BB
804,TXU882Z,Kroll,Short Term,CA,2025-04-21,,1,55,Ca
805,TXU882Z,Moody's,Long Term,BB,2024-02-27,2024-03-19,0,7,BB
806,TXU882Z,Moody's,Long Term,Caa2,2024-03-20,2024-07-26,0,7,Caa2
807,TXU882Z,Moody's,Long Term,B,2024-07-27,2024-10-01,0,7,B1
808,TXU882Z,Moody's,Long Term,Caa2,2024-10-02,2024-10-26,0,7,Caa2
809,TXU882Z,Moody's,Long Term,AA,2024-10-27,,1,7,Aa3
810,TXU882Z,Moody's,Short Term,C,2024-01-08,2024-01-30,0,7,C
811,TXU882Z,Moody's,Short Term,CCC+,2024-01-31,2024-01-30,0,7,CCC+
812,TXU882Z,Moody's,Short Term,A-,2024-01-31,2024-02-11,0,7,A-
813,TXU882Z,Moody's,Short Term,CCC+,2024-02-12,2024-05-04,0,7,CCC+
814,TXU882Z,Moody's,Short Term,C,2024-05-05,2024-06-08,0,7,C
815,TXU882Z,Moody's,Short Term,BB-,2024-06-09,2024-06-27,0,7,BB-
816,TXU882Z,Moody's,Short Term,BB+,2024-06-28,2024-07-22,0,7,BB+
817,TXU882Z,Moody's,Short Term,AA,2024-07-23,2024-07-29,0,7,Aa1
818,TXU882Z,Moody's,Short Term,BBB,2024-07-30,2024-12-13,0,7,Baa3
819,TXU882Z,Moody's,Short Term,CC,2024-12-14,2024-12-23,0,7,CC
820,TXU882Z,Moody's,Short Term,B,2024-12-24,2024-12-24,0,7,B3
821,TXU882Z,Moody's,Short Term,AA-,2024-12-25,,1,7,AA-
822,TXU882Z,Morningstar,Corporate Rating,BAA3,2024-06-18,2024-07-07,0,66,Baa3
823,TXU882Z,Morningstar,Corporate Rating,B,2024-07-08,2024-08-16,0,66,B
824,TXU882Z,Morningstar,Corporate Rating,CAA2,2024-08-17,2025-02-08,0,66,Caa2
825,TXU882Z,Morningstar,Corporate Rating,D,2025-02-09,2025-02-15,0,66,D
826,TXU882Z,Morningstar,Corporate Rating,CCC,2025-02-16,,1,66,CCC
827,TXU882Z,Morningstar,Issuer Rating,AAA,2024-07-15,2024-09-05,0,66,AAA
828,TXU882Z,Morningstar,Issuer Rating,BA2,2024-09-06,2024-09-17,0,66,Ba2
829,TXU882Z,Morningstar,Issuer Rating,A2+,2024-09-18,2024-10-07,0,66,A2+
830,TXU882Z,Morningstar,Issuer Rating,CAA2,2024-10-08,2025-01-17,0,66,Caa2
831,TXU882Z,Morningstar,Issuer Rating,CAA3,2025-01-18,,1,66,Caa3
832,TXU882Z,Morningstar,Long Term,BAA2,2024-06-23,2024-07-20,0,66,Baa2
833,TXU882Z,Morningstar,Long Term,BAA1,2024-07-21,,1,66,Baa1
834,TXU882Z,Morningstar,Short Term,CAA2,2024-07-04,2024-10-12,0,66,Caa2
835,TXU882Z,Morningstar,Short Term,A,2024-10-13,2024-11-26,0,66,A+
836,TXU882Z,Morningstar,Short Term,AA,2024-11-27,2025-01-19,0,66,AA+
837,TXU882Z,Morningstar,Short Term,BBB,2025-01-20,,1,66,BBB
838,TXU882Z,S&P,Long Term,Caa3,2024-01-27,2024-02-22,0,90,Caa3
839,TXU882Z,S&P,Long Term,A,2024-02-23,2024-08-12,0,90,A
840,TXU882Z,S&P,Long Term,Baa1,2024-08-13,2024-08-25,0,90,Baa1
841,TXU882Z,S&P,Long Term,A3,2024-08-26,2024-09-14,0,90,A3
842,TXU882Z,S&P,Long Term,AA,2024-09-15,2024-11-11,0,90,AA-
843,TXU882Z,S&P,Long Term,A,2024-11-12,,1,90,A
844,TXU882Z,S&P,Short Term,C,2024-02-28,2024-03-13,0,90,C
845,TXU882Z,S&P,Short Term,AA,2024-03-14,2024-05-01,0,90,AA-
846,TXU882Z,S&P,Short Term,BB+,2024-05-02,2024-05-16,0,90,BB+
847,TXU882Z,S&P,Short Term,Baa1,2024-05-17,2024-09-17,0,90,Baa1
848,TXU882Z,S&P,Short Term,Ba2,2024-09-18,2024-09-28,0,90,Ba2
849,TXU882Z,S&P,Short Term,B2,2024-09-29,2024-10-22,0,90,B2
850,TXU882Z,S&P,Short Term,Aa2,2024-10-23,2024-10-24,0,90,Aa2
851,TXU882Z,S&P,Short Term,B+,2024-10-25,2024-11-01,0,90,B+
852,TXU882Z,S&P,Short Term,A,2024-11-02,2024-12-02,0,90,A-
853,TXU882Z,S&P,Short Term,D,2024-12-03,,1,90,D
854,UKS623JA,DBRS,Long Term,BA1,2024-10-25,2024-11-01,0,44,Ba1
855,UKS623JA,DBRS,Long Term,AA,2024-11-02,2024-11-27,0,44,AA+
856,UKS623JA,DBRS,Long Term,BB+,2024-11-28,2024-12-21,0,44,BB+
857,UKS623JA,DBRS,Long Term,A,2024-12-22,2024-12-27,0,44,A+
858,UKS623JA,DBRS,Long Term,AA,2024-12-28,,1,44,AA-
859,UKS623JA,DBRS,Short Term,D,2024-01-23,2024-05-05,0,44,D
860,UKS623JA,DBRS,Short Term,B3,2024-05-06,2024-07-13,0,44,B3
861,UKS623JA,DBRS,Short Term,B2,2024-07-14,2024-09-01,0,44,B2
862,UKS623JA,DBRS,Short Term,A2,2024-09-02,,1,44,A2
863,UKS623JA,Fitch,Long Term,Ca,2024-01-16,2024-03-01,0,12,Ca
864,UKS623JA,Fitch,Long Term,CCC,2024-03-02,2024-03-10,0,12,CCC
865,UKS623JA,Fitch,Long Term,BB,2024-03-11,2024-03-29,0,12,BB+
866,UKS623JA,Fitch,Long Term,Ca,2024-03-30,2024-05-31,0,12,Ca
867,UKS623JA,Fitch,Long Term,CCC,2024-06-01,2024-09-02,0,12,CCC
868,UKS623JA,Fitch,Long Term,Baa2,2024-09-03,2024-09-11,0,12,Baa2
869,UKS623JA,Fitch,Long Term,BBB,2024-09-12,2024-12-01,0,12,BBB+
870,UKS623JA,Fitch,Long Term,A,2024-12-02,,1,12,A-
871,UKS623JA,Fitch,Short Term,B1,2024-03-28,2024-04-16,0,12,B1
872,UKS623JA,Fitch,Short Term,A,2024-04-17,2024-07-06,0,12,A+
873,UKS623JA,Fitch,Short Term,AA,2024-07-07,2024-07-16,0,12,AA-
874,UKS623JA,Fitch,Short Term,B+,2024-07-17,2024-08-23,0,12,B+
875,UKS623JA,Fitch,Short Term,A,2024-08-24,2024-09-11,0,12,A
876,UKS623JA,Fitch,Short Term,BBB,2024-09-12,2024-10-12,0,12,BBB+
877,UKS623JA,Fitch,Short Term,B+,2024-10-13,,1,12,B+
878,UKS623JA,Moody's,Long Term,CCC,2024-03-13,2024-04-01,0,7,CCC
879,UKS623JA,Moody's,Long Term,A-,2024-04-02,2024-06-18,0,7,A-
880,UKS623JA,Moody's,Long Term,B-,2024-06-19,2024-09-05,0,7,B-
881,UKS623JA,Moody's,Long Term,B,2024-09-06,2024-11-30,0,7,B3
882,UKS623JA,Moody's,Long Term,A+,2024-12-01,,1,7,A+
883,UKS623JA,Moody's,Short Term,C,2024-03-10,2024-04-12,0,7,C
884,UKS623JA,Moody's,Short Term,CCC-,2024-04-13,2024-04-27,0,7,CCC-
885,UKS623JA,Moody's,Short Term,D,2024-04-28,2024-06-14,0,7,D
886,UKS623JA,Moody's,Short Term,BB,2024-06-15,2024-06-27,0,7,Ba1
887,UKS623JA,Moody's,Short Term,C,2024-06-28,2024-07-02,0,7,C
888,UKS623JA,Moody's,Short Term,CC,2024-07-03,2024-09-28,0,7,CC
889,UKS623JA,Moody's,Short Term,CCC-,2024-09-29,2024-11-27,0,7,CCC-
890,UKS623JA,Moody's,Short Term,BB,2024-11-28,2024-12-22,0,7,Ba3
891,UKS623JA,Moody's,Short Term,Caa2,2024-12-23,,1,7,Caa2
892,UKS623JA,S&P,Long Term,A,2024-03-22,2024-06-05,0,90,A-
893,UKS623JA,S&P,Long Term,Ba3,2024-06-06,2024-06-14,0,90,Ba3
894,UKS623JA,S&P,Long Term,Caa1,2024-06-15,2024-08-11,0,90,Caa1
895,UKS623JA,S&P,Long Term,Baa1,2024-08-12,2024-10-10,0,90,Baa1
896,UKS623JA,S&P,Long Term,AA,2024-10-11,2024-10-17,0,90,AA-
897,UKS623JA,S&P,Long Term,Ba1,2024-10-18,2024-10-24,0,90,Ba1
898,UKS623JA,S&P,Long Term,AAA,2024-10-25,2024-11-03,0,90,AAA
899,UKS623JA,S&P,Long Term,AA,2024-11-04,2024-11-11,0,90,AA+
900,UKS623JA,S&P,Long Term,B-,2024-11-12,,1,90,B-
901,UKS623JA,S&P,Short Term,Aa2,2024-02-14,2024-03-30,0,90,Aa2
902,UKS623JA,S&P,Short Term,Baa2,2024-03-31,2024-06-16,0,90,Baa2
903,UKS623JA,S&P,Short Term,A3,2024-06-17,2024-07-07,0,90,A3
904,UKS623JA,S&P,Short Term,Caa3,2024-07-08,2024-11-06,0,90,Caa3
905,UKS623JA,S&P,Short Term,C,2024-11-07,2024-12-16,0,90,C
906,UKS623JA,S&P,Short Term,BBB,2024-12-17,,1,90,BBB
907,ZXC678V,CARE,Corporate Rating,D,2024-08-06,2024-09-04,0,88,D
908,ZXC678V,CARE,Corporate Rating,AAA,2024-09-05,2024-11-28,0,88,AAA
909,ZXC678V,CARE,Corporate Rating,B+,2024-11-29,2025-01-02,0,88,B+
910,ZXC678V,CARE,Corporate Rating,C,2025-01-03,,1,88,C
911,ZXC678V,CARE,Issuer Rating,CA,2024-06-18,2024-12-15,0,88,Ca
912,ZXC678V,CARE,Issuer Rating,AA,2024-12-16,2025-04-07,0,88,AA
913,ZXC678V,CARE,Issuer Rating,BBB,2025-04-08,,1,88,BBB-
914,ZXC678V,CARE,Long Term,CC,2024-07-25,2024-08-18,0,88,CC
915,ZXC678V,CARE,Long Term,CAA2,2024-08-19,2024-09-11,0,88,Caa2
916,ZXC678V,CARE,Long Term,CAA3,2024-09-12,2024-09-26,0,88,Caa3
917,ZXC678V,CARE,Long Term,BAA1,2024-09-27,2024-12-01,0,88,Baa1
918,ZXC678V,CARE,Long Term,BBB,2024-12-02,2025-04-01,0,88,BBB
919,ZXC678V,CARE,Long Term,A,2025-04-02,2025-04-17,0,88,A-
920,ZXC678V,CARE,Long Term,AAA,2025-04-18,2025-04-21,0,88,AAA
921,ZXC678V,CARE,Long Term,BBB,2025-04-22,,1,88,BBB-
922,ZXC678V,CARE,Short Term,AA,2025-01-21,2025-01-27,0,88,AA
923,ZXC678V,CARE,Short Term,BB,2025-01-28,,1,88,BB
924,ZXC678V,ICRA,Corporate Rating,BA3,2024-07-12,2024-10-05,0,77,Ba3
925,ZXC678V,ICRA,Corporate Rating,BB-,2024-10-06,2025-02-08,0,77,BB-
926,ZXC678V,ICRA,Corporate Rating,A3,2025-02-09,,1,77,A3
927,ZXC678V,ICRA,Issuer Rating,BBB,2024-11-12,2024-12-21,0,77,BBB-
928,ZXC678V,ICRA,Issuer Rating,B+,2024-12-22,2025-01-08,0,77,B+
929,ZXC678V,ICRA,Issuer Rating,A,2025-01-09,2025-02-09,0,77,A-
930,ZXC678V,ICRA,Issuer Rating,B+,2025-02-10,,1,77,B+
931,ZXC678V,ICRA,Long Term,C,2024-06-19,2024-11-28,0,77,C
932,ZXC678V,ICRA,Long Term,AA,2024-11-29,2025-05-29,0,77,AA+
933,ZXC678V,ICRA,Long Term,CAA2,2025-05-30,,1,77,Caa2
934,ZXC678V,ICRA,Short Term,B,2024-06-16,2024-08-21,0,77,B
935,ZXC678V,ICRA,Short Term,BB-,2024-08-22,2025-02-16,0,77,BB-
936,ZXC678V,ICRA,Short Term,A2+,2025-02-17,,1,77,A2+
937,ZXC678V,Kroll,Corporate Rating,A3,2024-12-12,2024-12-21,0,55,A3
938,ZXC678V,Kroll,Corporate Rating,BB,2024-12-22,2024-12-24,0,55,BB
939,ZXC678V,Kroll,Corporate Rating,BBB,2024-12-25,2025-04-19,0,55,BBB+
940,ZXC678V,Kroll,Corporate Rating,BAA1,2025-04-20,,1,55,Baa1
941,ZXC678V,Kroll,Issuer Rating,CAA3,2024-09-04,2024-09-22,0,55,Caa3
942,ZXC678V,Kroll,Issuer Rating,B+,2024-09-23,2025-01-14,0,55,B+
943,ZXC678V,Kroll,Issuer Rating,A3,2025-01-15,2025-04-15,0,55,A3
944,ZXC678V,Kroll,Issuer Rating,BAA1,2025-04-16,,1,55,Baa1
945,ZXC678V,Kroll,Long Term,CCC,2024-08-27,2024-11-22,0,55,CCC
946,ZXC678V,Kroll,Long Term,AA,2024-11-23,,1,55,AA-
947,ZXC678V,Kroll,Short Term,AAA,2024-06-20,2024-08-11,0,55,AAA
948,ZXC678V,Kroll,Short Term,AA,2024-08-12,,1,55,AA+
949,ZXC678V,Morningstar,Corporate Rating,CCC,2024-10-08,2024-12-01,0,66,CCC
950,ZXC678V,Morningstar,Corporate Rating,A3,2024-12-02,,1,66,A3
951,ZXC678V,Morningstar,Issuer Rating,A,2024-07-06,2024-08-03,0,66,A-
952,ZXC678V,Morningstar,Issuer Rating,D,2024-08-04,2024-09-28,0,66,D
953,ZXC678V,Morningstar,Issuer Rating,CCC-,2024-09-29,2024-10-08,0,66,CCC-
954,ZXC678V,Morningstar,Issuer Rating,BBB,2024-10-09,2024-12-05,0,66,BBB
955,ZXC678V,Morningstar,Issuer Rating,A,2024-12-06,2025-02-11,0,66,A+
956,ZXC678V,Morningstar,Issuer Rating,CAA3,2025-02-12,2025-05-19,0,66,Caa3
957,ZXC678V,Morningstar,Issuer Rating,BA2,2025-05-20,,1,66,Ba2
958,ZXC678V,Morningstar,Long Term,CCC-,2024-07-27,2024-12-28,0,66,CCC-
959,ZXC678V,Morningstar,Long Term,AAA,2024-12-29,2025-02-01,0,66,AAA
960,ZXC678V,Morningstar,Long Term,BBB,2025-02-02,2025-04-14,0,66,BBB+
961,ZXC678V,Morningstar,Long Term,BB+,2025-04-15,2025-05-18,0,66,BB+
